name,planet_status,mass,radius,orbital_period,semi_major_axis,eccentricity,star_metallicity,detection_type,discovered
109 Psc b,Confirmed,5.743,1.152,1075.4,2.051,0.104,0.1,"Radial Velocity, Astrometry",2000-01-01
51 Eri Ab,Confirmed,4.1,1.11,10260.0,11.1,0.49,-0.027,Imaging,2015-01-01
51 Peg b,Confirmed,0.47,1.9,4.2308,0.052,0.0069,0.18,Radial Velocity,1995-01-01
55 Cnc Ae,Confirmed,0.02703,0.1737,0.7365478,0.015439,0.028,0.35,"Radial Velocity, Primary Transit",2004-01-01
AF Lep b,Confirmed,3.75,1.3,8875.0,8.98,0.013,0.19,Imaging,2023-01-01
BD+20 594 b,Confirmed,0.07,0.23,41.6855,0.241,0.0,-0.15,Primary Transit,2016-01-01
CoRoT-10 b,Confirmed,2.75,0.97,13.2406,0.1055,0.53,0.26,Primary Transit,2010-01-01
CoRoT-11 b,Confirmed,2.33,1.43,2.994325,0.04351,0.0,0.04,Primary Transit,2010-01-01
CoRoT-12 b,Confirmed,0.917,1.44,2.8280517,0.04016,0.07,0.16,Primary Transit,2010-01-01
CoRoT-13 b,Confirmed,1.308,0.885,4.0350906,0.051,0.0,0.01,Primary Transit,2010-01-01
CoRoT-14 b,Confirmed,7.6,1.09,1.51214,0.027,0.0,0.05,Primary Transit,2010-01-01
CoRoT-15 b,Confirmed,63.4,1.12,3.06036,0.045,0.0,0.1,Primary Transit,2010-01-01
CoRoT-16 b,Confirmed,0.535,1.17,5.35227,0.0618,0.33,0.19,Primary Transit,2010-01-01
CoRoT-17 b,Confirmed,2.43,1.02,3.768125,0.0461,0.0,0.0,Primary Transit,2010-01-01
CoRoT-18 b,Confirmed,3.47,1.31,1.90009057,0.0295,0.08,-0.1,Primary Transit,2011-01-01
CoRoT-19 b,Confirmed,1.11,1.29,3.8971372,0.0518,0.047,-0.02,Primary Transit,2011-01-01
CoRoT-1 b,Confirmed,1.03,1.49,1.50896848,0.0254,0.0,0.06,Primary Transit,2007-01-01
CoRoT-20 b,Confirmed,4.24,0.84,9.2431839,0.0902,0.562,0.14,Primary Transit,2011-01-01
CoRoT-21 b,Confirmed,2.26,1.3,2.72474,0.0417,0.0,0.0,Primary Transit,2011-01-01
CoRoT-22 b,Confirmed,0.06,0.4354,9.75598,0.092,0.077,0.17,Primary Transit,2011-01-01
CoRoT-23 b,Confirmed,2.8,1.08,3.6314,0.0477,0.16,0.05,Primary Transit,2011-01-01
CoRoT-24 b,Confirmed,0.018,0.33,5.1134,0.056,0.0,0.3,Primary Transit,2011-01-01
CoRoT-24 c,Confirmed,0.088,0.44,11.759,0.098,0.0,0.3,Primary Transit,2011-01-01
CoRoT-26 b,Confirmed,0.52,1.26,4.20474,0.0526,0.0,0.01,Primary Transit,2012-01-01
CoRoT-27 b,Confirmed,10.39,1.007,3.57532,0.0476,0.065,0.1,Primary Transit,2012-01-01
CoRoT-29 b,Confirmed,0.85,0.9,2.85057,0.039,0.082,0.2,Primary Transit,2012-01-01
CoRoT-2 Ab,Confirmed,3.31,1.465,1.7429964,0.0281,0.0,-0.04,Primary Transit,2007-01-01
CoRoT-30 b,Confirmed,2.9,1.009,9.06005,0.0844,0.007,0.02,Primary Transit,2017-01-01
CoRoT-31 b,Confirmed,0.84,1.46,4.62941,0.0586,0.02,0.0,Primary Transit,2017-01-01
CoRoT-33 b,Confirmed,59.2,1.1,5.819143,0.0579,0.07,0.44,Primary Transit,2015-01-01
CoRoT-35 b,Confirmed,1.1,1.68,3.22748,0.0429,0.0,-0.5,Primary Transit,2022-01-01
CoRoT-36 b,Confirmed,0.68,1.41,5.616531,0.066,0.0,-0.1,Primary Transit,2022-01-01
CoRoT-3 Ab,Confirmed,21.66,1.19,4.2567994,0.057,0.0,0.14,Primary Transit,2008-01-01
CoRoT-4 b,Confirmed,0.72,1.19,9.20166201,0.09,0.0,0.05,Primary Transit,2008-01-01
CoRoT-5 b,Confirmed,0.467,1.33,4.0379148,0.04947,0.09,-0.25,Primary Transit,2008-01-01
CoRoT-6 b,Confirmed,2.96,1.166,8.886593,0.0855,0.1,-0.2,Primary Transit,2009-01-01
CoRoT-7 Ab,Confirmed,0.01907,0.136,0.8535,0.0172,0.12,0.03,Primary Transit,2009-01-01
CoRoT-8 b,Confirmed,0.2158,0.5692,6.21229,0.063,0.0,0.3,Primary Transit,2010-01-01
CoRoT-9 Ab,Confirmed,0.84,0.94,95.273804,0.407,0.133,-0.01,Primary Transit,2010-01-01
EPIC 212036875 b,Confirmed,52.3,0.874,5.169885,0.0645,0.1323,-0.303,Primary Transit,2019-01-01
EPIC 219388192 Ab,Confirmed,36.0,0.846,5.292569,0.0593,0.1893,0.03,Primary Transit,2016-01-01
G 9-40 b,Confirmed,0.013,0.17,5.7459982,0.0418,0.0,0.04,Primary Transit,2019-01-01
GJ 1132 b,Confirmed,0.00522,0.1035,1.628931,0.0154,0.0,-0.12,Primary Transit,2015-01-01
GJ 1214 b,Confirmed,0.02571,0.24463,1.580404497,0.01411,0.27,0.39,Primary Transit,2009-01-01
GJ 1245 Ab,Confirmed,33.5,0.87,6147.0,1.93,0.334,-0.07,Imaging,1988-01-01
GJ 143 b,Confirmed,0.0714,0.2329,35.61253,0.1932,0.188,0.003,Primary Transit,2018-01-01
GJ 3090 b,Confirmed,0.01051,0.19,2.8531054,0.03165,0.18,-0.06,Primary Transit,2022-01-01
GJ 3470 b,Confirmed,0.0437,0.38826,3.336649,0.03557,0.019,0.2,Primary Transit,2012-01-01
GJ 3473 Ab,Confirmed,0.00585,0.11277,1.1980035,0.01589,0.0,0.11,Primary Transit,2020-01-01
GJ 357 b,Confirmed,0.006566,0.10411,3.93086,0.033,0.047,-0.12,Primary Transit,2019-01-01
GJ 367  b,Confirmed,0.001718,0.0526,0.3219225,0.0069,0.1,-0.01,Primary Transit,2021-01-01
GJ 436 b,Confirmed,0.05836,0.32519,2.64394,0.02887,0.1912,-0.32,Radial Velocity,2004-01-01
GJ 486 b,Confirmed,0.00887,0.11643,1.467119,0.01734,0.05,0.07,Primary Transit,2021-01-01
GJ 9827 b,Confirmed,0.01532,0.13641,1.2089765,0.01866,0.0,-0.28,Primary Transit,2017-01-01
GJ 9827 d,Confirmed,0.01076,0.17441,6.20183,0.0555,0.0,-0.28,Primary Transit,2017-01-01
GPX-1 b,Confirmed,19.7,1.47,1.744579,0.0338,0.0,0.35,Primary Transit,2020-01-01
HAT-P-10 Ab,Confirmed,0.46,1.045,3.722469,0.0439,0.0,0.13,Primary Transit,2008-01-01
HAT-P-11 b,Confirmed,0.0736,0.389,4.887802443,0.053,0.265,0.31,Primary Transit,2009-01-01
HAT-P-12 b,Confirmed,0.210489884529,0.949,3.2130598,0.0384,0.0,-0.29,Primary Transit,2009-01-01
HAT-P-13 b,Confirmed,0.9,1.44,2.916415,0.045,0.0142,0.43,Primary Transit,2009-01-01
HAT-P-14 Ab,Confirmed,2.444,1.01,4.627686,0.0606,0.095,0.11,Primary Transit,2010-01-01
HAT-P-15 b,Confirmed,1.946,1.072,10.863502,0.0964,0.19,0.22,Primary Transit,2010-01-01
HAT-P-16 Ab,Confirmed,4.193,1.289,2.77596,0.0413,0.036,0.17,Primary Transit,2010-01-01
HAT-P-17 b,Confirmed,0.571,0.98,10.3385308,0.0828,0.346,0.0,Primary Transit,2010-01-01
HAT-P-18 Ab,Confirmed,0.183,0.947,5.508029,0.0559,0.106,0.1,Primary Transit,2010-01-01
HAT-P-19 b,Confirmed,0.292,1.132,4.008784,0.0466,0.067,0.23,Primary Transit,2010-01-01
HAT-P-1 Bb,Confirmed,0.525,1.319,4.46529976,0.05561,0.067,0.13,Primary Transit,2006-01-01
HAT-P-20 Ab,Confirmed,7.246,0.867,2.875317,0.0361,0.015,0.35,Primary Transit,2010-01-01
HAT-P-21 b,Confirmed,4.063,1.024,4.124461,0.0494,0.228,0.01,Primary Transit,2010-01-01
HAT-P-22 Ab,Confirmed,2.147,1.08,3.21222,0.0414,0.016,0.24,Primary Transit,2010-01-01
HAT-P-23 b,Confirmed,2.09,1.368,1.212884,0.0232,0.106,0.16,Primary Transit,2010-01-01
HAT-P-24 Ab,Confirmed,0.685,1.242,3.35524,0.0465,0.067,-0.16,Primary Transit,2010-01-01
HAT-P-25 b,Confirmed,0.567,1.19,3.652836,0.0466,0.032,0.31,Primary Transit,2010-01-01
HAT-P-26 b,Confirmed,0.0585,0.57,4.234502,0.0479,0.124,-0.04,Primary Transit,2010-01-01
HAT-P-27 Ab,Confirmed,0.66,1.055,3.0395803,0.0403,0.078,0.29,Primary Transit,2011-01-01
HAT-P-28 b,Confirmed,0.626,1.212,3.257215,0.0434,0.051,0.12,Primary Transit,2011-01-01
HAT-P-29 b,Confirmed,0.778,1.107,5.723186,0.0667,0.095,0.21,Primary Transit,2011-01-01
HAT-P-2 b,Confirmed,8.74,0.951,5.6334729,0.0674,0.5171,0.04,Primary Transit,2007-01-01
HAT-P-30 Ab,Confirmed,0.723,1.41,2.81060078,0.0412,0.035,-0.08,Primary Transit,2011-01-01
HAT-P-31 b,Confirmed,2.171,1.07,5.005425,0.055,0.245,0.15,Primary Transit,2011-01-01
HAT-P-32 Ab,Confirmed,0.75,1.789,2.15000825,0.03427,0.044,-0.16,Primary Transit,2011-01-01
HAT-P-33 Ab,Confirmed,0.763,1.827,3.474474,0.0503,0.148,0.05,Primary Transit,2011-01-01
HAT-P-34 b,Confirmed,3.64,1.142,5.4526482,0.0861,0.441,0.08,Primary Transit,2012-01-01
HAT-P-35 Ab,Confirmed,1.054,1.332,3.646706,0.0498,0.025,0.11,Primary Transit,2012-01-01
HAT-P-36 b,Confirmed,1.832,1.264,1.327347,0.0238,0.063,0.26,Primary Transit,2012-01-01
HAT-P-37 b,Confirmed,1.169,1.178,2.797436,0.0379,0.058,0.03,Primary Transit,2012-01-01
HAT-P-38 b,Confirmed,0.267,0.825,4.640382,0.0523,0.067,0.06,Primary Transit,2012-01-01
HAT-P-3 Ab,Confirmed,0.591,0.827,2.899703,0.03866,0.0,0.41,Primary Transit,2007-01-01
HAT-P-42 b,Confirmed,0.975,1.277,4.641876,0.0575,0.0,0.27,Primary Transit,2012-01-01
HAT-P-43 b,Confirmed,0.66,1.283,3.332688,0.0443,0.0,0.23,Primary Transit,2012-01-01
HAT-P-44 Bb,Confirmed,0.392,1.28,4.301217,0.0507,0.072,0.33,Primary Transit,2013-01-01
HAT-P-45 b,Confirmed,0.892,1.426,3.128992,0.0452,0.049,0.07,Primary Transit,2013-01-01
HAT-P-46 b,Confirmed,0.493,1.284,4.463129,0.0577,0.123,0.3,Primary Transit,2013-01-01
HAT-P-47 b,Confirmed,0.206,1.313,4.732182,0.0615,0.0,0.0,Primary Transit,2016-01-01
HAT-P-48 b,Confirmed,0.168,1.131,4.40865,0.0543,0.0,0.02,Primary Transit,2016-01-01
HAT-P-49 b,Confirmed,1.73,1.448,2.6915575,0.0412,0.0,0.074,Primary Transit,2014-01-01
HAT-P-4 b,Confirmed,0.68,1.27,3.0565114,0.0446,0.0,0.2,Primary Transit,2007-01-01
HAT-P-50 b,Confirmed,1.36,1.288,3.1220109,0.0453,0.115,-0.18,Primary Transit,2015-01-01
HAT-P-51 Ab,Confirmed,0.309,1.293,4.2180278,0.05069,0.123,0.27,Primary Transit,2015-01-01
HAT-P-52 b,Confirmed,0.819,1.009,2.7535953,0.03694,0.047,0.28,Primary Transit,2015-01-01
HAT-P-53 b,Confirmed,1.487,1.318,1.9616241,0.03159,0.134,0.0,Primary Transit,2015-01-01
HAT-P-54 b,Confirmed,0.76,0.944,3.799847,0.04117,0.074,-0.127,Primary Transit,2014-01-01
HAT-P-55 b,Confirmed,0.582,1.182,3.5852467,0.04604,0.139,-0.03,Primary Transit,2015-01-01
HAT-P-56 b,Confirmed,2.31,1.51,2.79083,0.0423,0.246,0.0,Primary Transit,2015-01-01
HAT-P-57 Ab,Confirmed,1.85,1.413,2.465295,0.0406,0.0,-0.25,Primary Transit,2015-01-01
HAT-P-58 b,Confirmed,0.372,1.332,4.013837,0.04994,0.073,0.12,Primary Transit,2020-01-01
HAT-P-59 b,Confirmed,1.54,1.123,4.1419771,0.05064,0.03,0.217,Primary Transit,2020-01-01
HAT-P-5 b,Confirmed,1.06,1.252,2.788491,0.04079,0.0,0.24,Primary Transit,2007-01-01
HAT-P-60 b,Confirmed,0.574,1.631,4.7947813,0.06277,0.25,0.037,Primary Transit,2020-01-01
HAT-P-62 b,Confirmed,0.761,1.073,2.6453235,0.03772,0.1,0.414,Primary Transit,2020-01-01
HAT-P-63 b,Confirmed,0.614,1.119,3.377728,0.04294,0.069,0.251,Primary Transit,2020-01-01
HAT-P-65 b,Confirmed,0.527,1.89,2.6054552,0.03951,0.3,0.1,Primary Transit,2016-01-01
HAT-P-66 b,Confirmed,0.783,1.59,2.972086,0.04363,0.0,0.035,Primary Transit,2016-01-01
HAT-P-67 Ab,Confirmed,0.34,2.085,4.8101088,0.06505,0.24,-0.08,Primary Transit,2017-01-01
HAT-P-68 b,Confirmed,0.724,1.072,2.29840551,0.02996,0.041,-0.06,Primary Transit,2020-01-01
HAT-P-69 b,Confirmed,3.58,1.676,4.7869491,0.06555,0.0,-0.061,Primary Transit,2019-01-01
HAT-P-6 b,Confirmed,1.11,1.275,3.8529972,0.0494,0.0,-0.13,Primary Transit,2007-01-01
HAT-P-70 b,Confirmed,6.78,1.87,2.74432452,0.04739,0.0,-0.059,Primary Transit,2019-01-01
HAT-P-7 Ab,Confirmed,1.79,1.51,2.20473825,0.039,0.0,0.13,Primary Transit,2008-01-01
HAT-P-8 Ab,Confirmed,1.35,1.42,3.076318,0.0473,0.0,0.048,Primary Transit,2008-01-01
HAT-P-9 b,Confirmed,0.67,1.4,3.922814,0.053,0.0,0.12,Primary Transit,2008-01-01
HATS-10 b,Confirmed,0.526,0.969,3.312846,0.0449,0.5,0.15,Primary Transit,2015-01-01
HATS-11 b,Confirmed,0.85,1.609,3.619188,0.0507,0.34,0.03,Primary Transit,2016-01-01
HATS-12 b,Confirmed,2.38,0.692,3.142702,0.0441,0.085,-0.1,Primary Transit,2016-01-01
HATS-13 b,Confirmed,0.543,1.212,3.0440499,0.04057,0.18,0.05,Primary Transit,2015-01-01
HATS-14 b,Confirmed,1.071,1.039,2.7667641,0.03815,0.142,0.33,Primary Transit,2015-01-01
HATS-15 b,Confirmed,2.17,1.105,1.74748753,0.02712,0.0,0.0,Primary Transit,2014-01-01
HATS-16 b,Confirmed,3.27,1.3,2.686502,0.03744,0.0,0.1,Primary Transit,2015-01-01
HATS-17 b,Confirmed,1.338,0.777,16.254611,0.1308,0.029,0.3,Primary Transit,2016-01-01
HATS-18 b,Confirmed,1.98,1.337,0.8378434,0.01761,0.166,0.28,Primary Transit,2016-01-01
HATS-19 b,Confirmed,0.427,1.66,4.569673,0.0589,0.3,0.24,Primary Transit,2016-01-01
HATS-1 Ab,Confirmed,1.855,1.302,3.446459,0.0444,0.12,-0.06,Primary Transit,2012-01-01
HATS-20 b,Confirmed,0.273,0.776,3.7992969,0.04619,0.5,0.03,Primary Transit,2016-01-01
HATS-21 b,Confirmed,0.332,1.123,3.5543973,0.04676,0.0,0.3,Primary Transit,2016-01-01
HATS-22 b,Confirmed,2.74,0.953,4.7228124,0.05025,0.079,0.0,Primary Transit,2016-01-01
HATS-23 b,Confirmed,1.47,1.86,2.1605156,0.03397,0.114,0.28,Primary Transit,2015-01-01
HATS-24 b,Confirmed,2.44,1.487,1.3484954,0.02547,0.24,0.0,Primary Transit,2016-01-01
HATS-25 b,Confirmed,0.613,1.26,4.2986432,0.05163,0.088,0.02,Primary Transit,2016-01-01
HATS-26 b,Confirmed,0.65,1.75,3.3023881,0.04735,0.122,-0.02,Primary Transit,2016-01-01
HATS-27 b,Confirmed,0.53,1.5,4.637038,0.0611,0.29,0.09,Primary Transit,2016-01-01
HATS-28 b,Confirmed,0.672,1.194,3.1810781,0.04131,0.101,0.01,Primary Transit,2016-01-01
HATS-29 b,Confirmed,0.653,1.251,4.6058749,0.05475,0.079,0.16,Primary Transit,2016-01-01
HATS-2 b,Confirmed,1.345,1.168,1.354133,0.023,0.0,0.15,Primary Transit,2013-01-01
HATS-30 Ab,Confirmed,0.706,1.175,3.1743516,0.04354,0.048,0.06,Primary Transit,2016-01-01
HATS-31 b,Confirmed,0.88,1.64,3.37796,0.0478,0.233,0.0,Primary Transit,2016-01-01
HATS-32 b,Confirmed,0.92,1.249,2.8126548,0.04024,0.471,0.39,Primary Transit,2016-01-01
HATS-33 b,Confirmed,1.192,1.23,2.5495551,0.03727,0.08,0.29,Primary Transit,2016-01-01
HATS-34 b,Confirmed,0.941,1.43,2.1061607,0.03166,0.0,0.25,Primary Transit,2016-01-01
HATS-35 b,Confirmed,1.222,1.464,1.8209933,0.03199,0.0,0.21,Primary Transit,2016-01-01
HATS-36 b,Confirmed,2.79,1.153,4.175186,0.0523,0.294,0.15,Primary Transit,2018-01-01
HATS-37 Ab,Confirmed,0.099,0.606,4.3315366,0.04913,0.345,0.051,Primary Transit,2020-01-01
HATS-38 b,Confirmed,0.074,0.614,4.375021,0.05036,0.122,-0.102,Primary Transit,2020-01-01
HATS-39 b,Confirmed,0.63,1.57,4.5776348,0.06,0.275,0.0,Primary Transit,2018-01-01
HATS-40 b,Confirmed,1.59,1.58,3.2642736,0.04997,0.312,0.01,Primary Transit,2018-01-01
HATS-41 b,Confirmed,9.7,1.33,4.193649,0.0583,0.38,0.47,Primary Transit,2018-01-01
HATS-42 b,Confirmed,1.88,1.4,2.292102,0.03689,0.229,0.22,Primary Transit,2018-01-01
HATS-43 b,Confirmed,0.261,1.18,4.3888497,0.04944,0.173,0.05,Primary Transit,2017-01-01
HATS-44 b,Confirmed,0.56,1.067,2.7439004,0.03649,0.279,0.32,Primary Transit,2017-01-01
HATS-45 b,Confirmed,0.7,1.286,4.1876244,0.05511,0.24,0.02,Primary Transit,2017-01-01
HATS-46 b,Confirmed,0.173,0.903,4.7423729,0.05367,0.559,-0.06,Primary Transit,2017-01-01
HATS-47 b,Confirmed,0.369,1.117,3.9228038,0.04269,0.088,-0.113,Primary Transit,2020-01-01
HATS-48 Ab,Confirmed,0.243,0.8,3.1316666,0.03769,0.162,0.186,Primary Transit,2020-01-01
HATS-49 b,Confirmed,0.353,0.765,4.1480467,0.04515,0.071,0.208,Primary Transit,2020-01-01
HATS-4 b,Confirmed,1.323,1.02,2.516729,0.0362,0.013,0.43,Primary Transit,2014-01-01
HATS-50 b,Confirmed,0.39,1.13,3.8297015,0.05046,0.516,0.3,Primary Transit,2017-01-01
HATS-51 b,Confirmed,0.768,1.41,3.3488702,0.04639,0.33,0.3,Primary Transit,2017-01-01
HATS-52 b,Confirmed,2.24,1.382,1.3665436,0.02498,0.246,0.22,Primary Transit,2017-01-01
HATS-53 b,Confirmed,0.595,1.34,3.8537768,0.04753,0.33,0.01,Primary Transit,2017-01-01
HATS-54 b,Confirmed,0.753,1.015,2.5441765,0.037,0.126,0.37,Primary Transit,2018-01-01
HATS-56 b,Confirmed,0.602,1.688,4.324799,0.06043,0.019,0.19,Primary Transit,2018-01-01
HATS-57 Ab,Confirmed,3.147,1.13,2.350621,0.03493,0.028,0.258,Primary Transit,2018-01-01
HATS-59 b,Confirmed,0.806,1.126,5.416081,0.06112,0.129,0.18,Primary Transit,2018-01-01
HATS-5 b,Confirmed,0.237,0.912,4.763387,0.0542,0.019,0.19,Primary Transit,2014-01-01
HATS-60 b,Confirmed,0.662,1.153,3.560829,0.04708,0.191,0.334,Primary Transit,2018-01-01
HATS-61 b,Confirmed,3.4,1.195,7.817953,0.07908,0.092,0.241,Primary Transit,2018-01-01
HATS-62 b,Confirmed,0.179,1.055,3.2768837,0.04163,0.298,0.14,Primary Transit,2018-01-01
HATS-63 b,Confirmed,0.96,1.207,3.0566527,0.04026,0.136,0.08,Primary Transit,2018-01-01
HATS-64 b,Confirmed,0.96,1.679,4.908897,0.06562,0.151,0.208,Primary Transit,2018-01-01
HATS-65 Ab,Confirmed,0.821,1.501,3.105161,0.04497,0.062,0.233,Primary Transit,2018-01-01
HATS-66 b,Confirmed,5.33,1.411,3.1414391,0.04714,0.064,-0.034,Primary Transit,2018-01-01
HATS-67 b,Confirmed,1.45,1.685,1.6091788,0.03032,0.057,0.34,Primary Transit,2018-01-01
HATS-68 b,Confirmed,1.29,1.2321,3.5862202,0.05071,0.036,0.163,Primary Transit,2018-01-01
HATS-69 b,Confirmed,0.577,0.945,2.2252577,0.03211,0.519,0.377,Primary Transit,2018-01-01
HATS-70 b,Confirmed,12.9,1.384,1.8882378,0.03632,0.18,0.04,Primary Transit,2018-01-01
HATS-72 b,Confirmed,0.1254,0.7224,7.3279474,0.066517,0.013,0.099,Primary Transit,2020-01-01
HATS-74 Ab,Confirmed,1.46,1.032,1.73185606,0.02384,0.044,0.514,Primary Transit,2021-01-01
HATS-75 b,Confirmed,0.491,0.884,2.7886556,0.032742,0.064,0.522,Primary Transit,2021-01-01
HATS-76 b,Confirmed,2.629,1.079,1.9416423,0.02658,0.062,0.322,Primary Transit,2021-01-01
HATS-77 b,Confirmed,1.374,1.165,3.0876262,0.03607,0.045,0.253,Primary Transit,2021-01-01
HATS-7 b,Confirmed,0.12,0.563,3.185315,0.04012,0.0,0.25,Primary Transit,2015-01-01
HATS-8 b,Confirmed,0.138,0.873,3.583893,0.04667,0.38,0.21,Primary Transit,2015-01-01
HATS-9 b,Confirmed,0.839,1.236,1.915291,0.0312,0.129,0.38,Primary Transit,2015-01-01
HD 106315 b,Confirmed,0.033,0.214,9.55288,0.0907,0.093,-0.311,Primary Transit,2017-01-01
HD 106315 c,Confirmed,0.038,0.3908,21.05652,0.1536,0.22,-0.311,Primary Transit,2017-01-01
HD 114082 b,Confirmed,8.0,1.0,109.75,0.5109,0.395,0.0,Primary Transit,2022-01-01
HD 118203 b,Confirmed,2.17,1.14,6.13499,0.07082,0.31,0.27,Radial Velocity,2005-01-01
HD 1397 b,Confirmed,0.415,1.026,11.53533,0.1097,0.251,0.27,Primary Transit,2018-01-01
HD 149026 b,Confirmed,0.28,0.74,2.8758916,0.041,0.013,0.36,"Primary Transit, Radial Velocity",2005-01-01
HD 152843 b,Confirmed,0.0309,0.2721,11.6264,0.1049,0.046,-0.16,Primary Transit,2021-01-01
HD 152843 c,Confirmed,0.03043,0.5299,27.13,0.148,0.074,-0.16,Primary Transit,2021-01-01
HD 17156 b,Confirmed,3.195,1.095,21.2163979,0.1623,0.6768,0.24,Primary Transit,2007-01-01
HD 183579 b,Confirmed,0.0302,0.3149,17.471278,0.1334,0.28,-0.023,Primary Transit,2021-01-01
HD 189733 Ab,Confirmed,1.138,1.138,2.219,0.031,0.0,-0.03,Primary Transit,2005-01-01
