name,planet_status,mass,radius,orbital_period,semi_major_axis,eccentricity,star_metallicity,detection_type,discovered
TOI-6883 c,Confirmed,0.357,0.792,7.8458,0.079,0.3896,0.32,Primary Transit,2024-01-01
TOI-700 b,Confirmed,0.00406,0.08154,9.977219,0.0677,0.075,-0.07,Primary Transit,2020-01-01
TOI-700 c,Confirmed,0.0249,0.232,16.051137,0.0929,0.068,-0.07,Primary Transit,2020-01-01
TOI-700 d,Confirmed,0.00711,0.09573,37.42396,0.1633,0.042,-0.07,Primary Transit,2020-01-01
TOI-7041 b,Confirmed,0.36,1.02,9.691,0.091,0.04,0.25,Primary Transit,2024-01-01
TOI-712 b,Confirmed,0.0176,0.1828,9.531361,0.07928,0.54,-0.02,Primary Transit,2021-01-01
TOI-712 c,Confirmed,0.0274,0.241,51.69906,0.2447,0.089,-0.02,Primary Transit,2021-01-01
TOI-712 d,Confirmed,0.0236,0.22072,84.8396,0.3405,0.073,-0.02,Primary Transit,2021-01-01
TOI-732 Ab,Confirmed,0.00774,0.11821,0.76837931,0.01195,0.0,0.06,Primary Transit,2020-01-01
TOI-732 Ac,Confirmed,0.0253,0.2132,12.252284,0.0757,0.024,0.06,Primary Transit,2020-01-01
TOI-733 b,Confirmed,0.018,0.1775,4.884765,0.0618,0.046,-0.04,Primary Transit,2023-01-01
TOI-757 b,Confirmed,0.033,0.223,17.46819,0.122,0.39,-0.27,Primary Transit,2024-01-01
TOI-763 Ab,Confirmed,0.0308,0.2034,5.6057,0.06,0.04,0.01,Primary Transit,2020-01-01
TOI-763 Ac,Confirmed,0.02932,0.2346,12.2737,0.1,0.04,0.01,Primary Transit,2020-01-01
TOI-776 c,Confirmed,0.0217,0.1829,15.665323,0.1,0.09,-0.2,Primary Transit,2020-01-01
TOI-778 b,Confirmed,2.8,1.374,4.633611,0.06,0.21,0.28,Primary Transit,2022-01-01
TOI-782 b,Confirmed,0.0601,0.24391,8.0240015,0.0578,0.19,0.34,Primary Transit,2024-01-01
TOI-784 b,Confirmed,0.03043,0.1722,2.7970365,0.038,0.0,-0.13,Primary Transit,2023-01-01
TOI-815 Ab,Confirmed,0.0239,0.2623,11.197259,0.0903,0.0,-0.09,Primary Transit,2024-01-01
TOI-836 b,Confirmed,0.01425,0.15202,3.81673,0.0422,0.053,-0.284,Primary Transit,2022-01-01
TOI-836 c,Confirmed,0.0302,0.2308,8.59545,0.075,0.078,-0.284,Primary Transit,2022-01-01
TOI-849 b,Confirmed,0.1315,0.30726,0.765548,0.0155,0.0,0.19,Primary Transit,2020-01-01
TOI-858 B b,Confirmed,1.1,1.255,3.2797178,0.04445,0.15,0.15,Primary Transit,2023-01-01
TOI-892 b,Confirmed,0.95,1.07,10.62656,0.092,0.125,0.24,Primary Transit,2020-01-01
TOI-905 Ab,Confirmed,0.667,1.171,3.739494,0.04666,0.024,0.2,Primary Transit,2019-01-01
TOI-942 b,Confirmed,2.599,0.4291,4.32419,0.04796,0.0,0.0,Primary Transit,2021-01-01
TOI-942 c,Confirmed,2.501,0.5166,10.15643,0.0847,0.0,0.0,Primary Transit,2020-01-01
TOI-954 Ab,Confirmed,0.174,0.852,3.6849729,0.04963,0.14,0.215,Primary Transit,2020-01-01
TRAPPIST-1 b,Confirmed,0.0027,0.09689,1.51087081,0.01111,0.0,0.04,Primary Transit,2016-01-01
TRAPPIST-1 c,Confirmed,0.00434,0.09421,2.4218233,0.01521,0.0,0.04,Primary Transit,2016-01-01
TRAPPIST-1 d,Confirmed,0.0013,0.0689,4.04961,0.02144,0.0,0.04,Primary Transit,2016-01-01
TRAPPIST-1 e,Confirmed,0.002,0.0819,6.099615,0.02817,0.005,0.04,Primary Transit,2017-01-01
TRAPPIST-1 f,Confirmed,0.0021,0.09323,9.20669,0.0371,0.01,0.04,Primary Transit,2017-01-01
TRAPPIST-1 g,Confirmed,0.00422,0.1005,12.35294,0.0451,0.002,0.04,Primary Transit,2017-01-01
TrES-1 Ab,Confirmed,0.761,1.099,3.0300722,0.0393,0.0,0.0414,Primary Transit,2004-01-01
TrES-2 Ab,Confirmed,1.253,1.189,2.4706133738,0.03555,0.0,-0.15,Primary Transit,2006-01-01
TrES-3 b,Confirmed,1.91,1.305,1.30618608,0.0226,0.0,-0.19,Primary Transit,2007-01-01
TrES-4 Ab,Confirmed,0.917,1.706,3.5539268,0.05084,0.0,0.14,Primary Transit,2007-01-01
WASP-100 Ab,Confirmed,2.03,1.69,2.849375,0.0457,0.0,-0.03,Primary Transit,2013-01-01
WASP-101 b,Confirmed,0.5,1.36,3.5857076,0.0496,0.0,0.2,Primary Transit,2013-01-01
WASP-102 b,Confirmed,0.621,1.33,2.709813,0.041,0.0,-0.2,Primary Transit,2016-01-01
WASP-104 Ab,Confirmed,1.272,1.137,1.7554137,0.02918,0.0,0.32,Primary Transit,2014-01-01
WASP-105 b,Confirmed,1.8,0.96,7.87288,0.075,0.0,0.28,Primary Transit,2017-01-01
WASP-106 b,Confirmed,1.925,1.085,9.289715,0.0917,0.0,-0.09,Primary Transit,2014-01-01
WASP-107 b,Confirmed,0.12,0.94,5.72149,0.055,0.06,0.02,Primary Transit,2017-01-01
WASP-108 Ab,Confirmed,1.167,1.215,2.6755463,0.0397,0.0,0.05,Primary Transit,2014-01-01
WASP-109 b,Confirmed,0.91,1.443,3.3190233,0.0463,0.0,-0.22,Primary Transit,2014-01-01
WASP-10 b,Confirmed,3.16,1.08,3.0927616,0.0371,0.057,0.03,Primary Transit,2008-01-01
WASP-110 b,Confirmed,0.515,1.238,3.7783977,0.0457,0.0,-0.06,Primary Transit,2014-01-01
WASP-111 Ab,Confirmed,1.85,1.442,2.310965,0.03914,0.0,0.08,Primary Transit,2014-01-01
WASP-112 b,Confirmed,0.88,1.191,3.0353992,0.0382,0.0,-0.64,Primary Transit,2014-01-01
WASP-113 Ab,Confirmed,0.475,1.409,4.54216874538,0.05885,0.0,0.1,Primary Transit,2016-01-01
WASP-114 Ab,Confirmed,1.769,1.339,1.5487743,0.02851,0.012,0.14,Primary Transit,2016-01-01
WASP-116 b,Confirmed,0.64,1.22,6.6132,0.065,0.0,0.0,Primary Transit,2014-01-01
WASP-117 b,Confirmed,0.3,0.98,10.020593,0.0714,0.302,-0.11,Primary Transit,2014-01-01
WASP-118 Ab,Confirmed,0.514,1.44,4.0460435,0.05453,0.0,0.16,Primary Transit,2016-01-01
WASP-119 b,Confirmed,1.23,1.4,2.49979,0.0363,0.058,0.14,Primary Transit,2016-01-01
WASP-120 Ab,Confirmed,5.06,1.515,3.6112706,0.0522,0.059,-0.05,Primary Transit,2015-01-01
WASP-121 b,Confirmed,1.184,1.865,1.2749255,0.02544,0.02,0.13,Primary Transit,2015-01-01
WASP-122 Ab,Confirmed,1.401,1.792,1.7100567,0.03107,0.0,0.32,Primary Transit,2015-01-01
WASP-123 Ab,Confirmed,0.92,1.327,2.977641,0.0431,0.0,0.18,Primary Transit,2015-01-01
WASP-124 b,Confirmed,0.6,1.24,3.37265,0.0499,0.017,-0.02,Primary Transit,2016-01-01
WASP-126 b,Confirmed,0.2841,0.96,3.2888,0.0449,0.18,0.17,Primary Transit,2016-01-01
WASP-128 b,Confirmed,37.19,0.937,2.20883665,0.0359,0.0,0.01,Primary Transit,2018-01-01
WASP-129 Ab,Confirmed,1.0,0.93,5.748145,0.0628,0.096,0.15,Primary Transit,2016-01-01
WASP-12 Ab,Confirmed,1.47,1.9,1.09141937,0.02344,0.0,0.3,Primary Transit,2008-01-01
WASP-130 Ab,Confirmed,1.23,0.89,11.55098,0.1012,0.0,0.26,Primary Transit,2016-01-01
WASP-131 Ab,Confirmed,0.27,1.19,5.3220096,0.0602,0.0,0.18,Primary Transit,2016-01-01
WASP-132 b,Confirmed,0.428,0.901,7.1335164,0.067,0.0163,0.22,"Primary Transit, Radial Velocity",2016-01-01
WASP-132 c,Confirmed,0.0197,0.16424,1.01153624,0.01833,0.0,0.22,"Primary Transit, Radial Velocity",2022-01-01
WASP-133 b,Confirmed,1.16,1.21,2.176423,0.0345,0.17,0.29,Primary Transit,2016-01-01
WASP-134 b,Confirmed,1.412,0.988,10.1467583,0.0956,0.1447,0.4,Primary Transit,2018-01-01
WASP-135 b,Confirmed,1.9,1.3,1.4013794,0.0243,0.0,0.02,Primary Transit,2015-01-01
WASP-137 Ab,Confirmed,0.681,1.27,3.9080284,0.0519,0.14,0.487,Primary Transit,2018-01-01
WASP-139 Ab,Confirmed,0.117,0.8,5.924262,0.062,0.0,0.2,Primary Transit,2016-01-01
WASP-13 b,Confirmed,0.52,1.32,4.35323,0.052,0.0,0.0,Primary Transit,2008-01-01
WASP-140 Ab,Confirmed,2.44,1.44,2.2359835,0.0323,0.047,0.12,Primary Transit,2016-01-01
WASP-141 b,Confirmed,2.69,1.21,3.310651,0.0469,0.0,0.29,Primary Transit,2016-01-01
WASP-142 b,Confirmed,0.84,1.53,2.052868,0.0347,0.0,0.26,Primary Transit,2016-01-01
WASP-143 b,Confirmed,0.725,1.234,3.778873,0.049,0.0007,0.23,Primary Transit,2018-01-01
WASP-144 b,Confirmed,0.44,0.85,2.2783152,0.0316,0.0,0.18,Primary Transit,2018-01-01
WASP-145 Ab,Confirmed,0.89,0.9,1.7690381,0.0261,0.0,-0.04,Primary Transit,2018-01-01
WASP-146 b,Confirmed,1.11,1.228,3.396944,0.0451,0.15,-0.01,Primary Transit,2018-01-01
WASP-147 b,Confirmed,0.275,1.115,4.60273,0.0549,0.0,0.092,Primary Transit,2018-01-01
WASP-148 b,Confirmed,0.287,0.756,8.80345,0.08215,0.208,0.11,Primary Transit,2020-01-01
WASP-149 b,Confirmed,0.991,1.36,1.332813,0.024,0.0,0.0,Primary Transit,2014-01-01
WASP-14 Ab,Confirmed,7.341,1.281,2.2437661,0.036,0.087,0.0,Primary Transit,2008-01-01
WASP-150 b,Confirmed,8.46,1.07,5.644207,0.0694,0.3775,0.2,Primary Transit,2020-01-01
WASP-151 b,Confirmed,0.31,1.13,4.533471,0.055,0.0,0.1,Primary Transit,2017-01-01
WASP-153,Confirmed,0.0211,0.2355,5.197576,0.0554,0.13,-0.02,Primary Transit,2020-01-01
WASP-153 Ab,Confirmed,0.39,1.55,3.332609,0.048,0.0,0.34,Primary Transit,2017-01-01
WASP-154 b,Confirmed,0.626,0.96,3.811678,0.044,0.0,0.2,Primary Transit,2025-01-01
WASP-155 b,Confirmed,0.871,1.2,3.110413,0.043,0.0,0.0,Primary Transit,2023-01-01
WASP-156 b,Confirmed,0.1303,0.554,3.8361623,0.0451,0.0,0.24,Primary Transit,2017-01-01
WASP-157 b,Confirmed,0.576,0.998,3.951623,0.0499,0.0,0.25,Primary Transit,2016-01-01
WASP-159 b,Confirmed,0.55,1.38,3.840401,0.0538,0.0,0.22,Primary Transit,2018-01-01
WASP-15 b,Confirmed,0.542,1.428,3.7520656,0.0499,0.0,-0.17,Primary Transit,2008-01-01
WASP-160 Bb,Confirmed,0.281,1.093,3.768495,0.0455,0.0,0.389,Primary Transit,2018-01-01
WASP-162 b,Confirmed,5.2,1.0,9.62468,0.0871,0.434,0.28,Primary Transit,2018-01-01
WASP-164 b,Confirmed,2.13,1.128,1.7771255,0.02818,0.0,-0.01,Primary Transit,2018-01-01
WASP-165 b,Confirmed,0.658,1.26,3.465509,0.04823,0.0,0.33,Primary Transit,2018-01-01
WASP-166 b,Confirmed,0.102,0.6155,5.44354215,0.0668,0.0,0.19,Primary Transit,2018-01-01
WASP-168 Ab,Confirmed,0.42,1.5,4.153658,0.0519,0.0,-0.01,Primary Transit,2018-01-01
WASP-169 b,Confirmed,0.561,1.304,5.6114118,0.0681,0.0,0.06,Primary Transit,2019-01-01
WASP-16 b,Confirmed,0.855,1.008,3.1186009,0.0421,0.0,0.01,Primary Transit,2009-01-01
WASP-171 b,Confirmed,1.084,0.988,3.8186244,0.0504,0.0,0.04,Primary Transit,2019-01-01
WASP-172 b,Confirmed,0.47,1.57,5.477433,0.0694,0.0,-0.1,Primary Transit,2018-01-01
WASP-174 b,Confirmed,0.33,1.437,4.2337005,0.05503,0.0,0.12,Primary Transit,2018-01-01
WASP-175 Ab,Confirmed,0.99,1.208,3.0652907,0.044,0.0,0.15,Primary Transit,2019-01-01
WASP-176 b,Confirmed,0.855,1.505,3.899052,0.0535,0.0,0.215,Primary Transit,2020-01-01
WASP-178 b,Confirmed,1.41,1.94,3.3448285,0.0558,0.0,-0.06,Primary Transit,2019-01-01
WASP-17 b,Confirmed,0.486,1.991,3.735438,0.0515,0.028,-0.19,Primary Transit,2009-01-01
WASP-182 b,Confirmed,0.148,0.85,3.3769848,0.0451,0.0,0.27,Primary Transit,2019-01-01
WASP-184 b,Confirmed,0.57,1.33,5.1817,0.0627,0.0,0.12,Primary Transit,2019-01-01
WASP-188 Ab,Confirmed,1.443,1.322,5.748916,0.072,0.0,0.0,Primary Transit,2025-01-01
WASP-189 Ab,Confirmed,1.99,1.619,2.724033,0.05053,0.0,0.0,Primary Transit,2018-01-01
WASP-18 Ab,Confirmed,10.4296,1.165,0.9414518,0.02047,0.0088,0.0,Primary Transit,2009-01-01
WASP-193 Ab,Confirmed,0.139,1.464,6.2463345,0.0676,0.056,-0.06,Primary Transit,2023-01-01
WASP-194 Ab,Confirmed,1.174,1.381,3.183387,0.047,0.0,0.0,Primary Transit,2021-01-01
WASP-195 b,Confirmed,0.104,0.92,5.051928,0.063,0.0,0.0,Primary Transit,2025-01-01
WASP-197 b,Confirmed,1.269,1.289,5.167228,0.065,0.0,0.0,Primary Transit,2025-01-01
WASP-19 Ab,Confirmed,1.139,1.41,0.78884,0.016634,0.0046,0.02,Primary Transit,2009-01-01
WASP-1 Ab,Confirmed,0.947,1.514,2.5199448,0.03958,0.0,0.21,Primary Transit,2006-01-01
WASP-20 Ab,Confirmed,0.313,1.459,4.8996285,0.06003,0.0,-0.009,Primary Transit,2011-01-01
WASP-21 b,Confirmed,0.3,1.21,4.3225126,0.052,0.0,-0.4,Primary Transit,2010-01-01
WASP-22 b,Confirmed,0.617,1.199,3.5327313,0.04698,0.0,-0.05,Primary Transit,2010-01-01
WASP-24 Ab,Confirmed,1.071,1.3,2.3412127,0.03651,0.0,0.07,Primary Transit,2010-01-01
WASP-25 b,Confirmed,0.58,1.26,3.76483,0.0474,0.0,-0.05,Primary Transit,2010-01-01
WASP-26 Ab,Confirmed,1.028,1.281,2.7566004,0.03985,0.0,-0.02,Primary Transit,2010-01-01
WASP-28 b,Confirmed,0.907,1.213,3.40883,0.04469,0.046,-0.29,Primary Transit,2010-01-01
WASP-29 Ab,Confirmed,0.243,0.775,3.92271218,0.047,0.03,0.11,Primary Transit,2010-01-01
WASP-2 Ab,Confirmed,0.847,1.079,2.15222144,0.03138,0.0,-0.08,Primary Transit,2006-01-01
WASP-30 b,Confirmed,60.86,0.889,4.156736,0.05325,0.0,-0.03,Primary Transit,2010-01-01
WASP-31 b,Confirmed,0.478,1.537,3.405909,0.04657,0.0,-0.19,Primary Transit,2010-01-01
WASP-32 b,Confirmed,3.6,1.18,2.71865,0.0394,0.018,-0.13,Primary Transit,2010-01-01
WASP-33 Ab,Confirmed,2.8,1.603,1.21986967,0.02558,0.0,0.1,Primary Transit,2010-01-01
WASP-34 b,Confirmed,0.58,1.26,4.31768509,0.0545,0.038,-0.02,Primary Transit,2010-01-01
WASP-36 Ab,Confirmed,2.279,1.269,1.5373653,0.02624,0.0,-0.31,Primary Transit,2010-01-01
WASP-37 b,Confirmed,1.8,1.16,3.577471,0.04339,0.0,-0.4,Primary Transit,2010-01-01
WASP-38 b,Confirmed,2.712,1.079,6.871815,0.07551,0.0321,-0.12,Primary Transit,2010-01-01
WASP-39 b,Confirmed,0.28,1.27,4.055259,0.0486,0.0,-0.12,Primary Transit,2011-01-01
WASP-3 Ab,Confirmed,1.81,1.392,1.8468354,0.0313,0.0,-0.04,Primary Transit,2007-01-01
WASP-41 b,Confirmed,0.94,1.18,3.052404,0.04,0.026,-0.08,Primary Transit,2010-01-01
WASP-43 b,Confirmed,2.052,1.036,0.81347753,0.01526,0.0035,-0.01,Primary Transit,2011-01-01
WASP-44 b,Confirmed,0.889,1.14,2.4238039,0.03473,0.0,0.06,Primary Transit,2011-01-01
WASP-45 Ab,Confirmed,1.007,1.16,3.1260876,0.04054,0.0,0.36,Primary Transit,2011-01-01
WASP-46 b,Confirmed,2.101,1.31,1.43037,0.02448,0.0,-0.37,Primary Transit,2011-01-01
WASP-47 b,Confirmed,1.14243,1.127,4.1591289,0.052,0.0028,0.38,Primary Transit,2012-01-01
WASP-47 d,Confirmed,0.04122,0.319,9.03077,0.088,0.014,0.38,Primary Transit,2015-01-01
WASP-47 e,Confirmed,0.02149,0.161,0.789592,0.0173,0.03,0.38,Primary Transit,2015-01-01
WASP-48 b,Confirmed,0.98,1.67,2.143634,0.03444,0.0,-0.12,Primary Transit,2011-01-01
WASP-49 Ab,Confirmed,0.399,1.198,2.7817387,0.03873,0.0,-0.23,Primary Transit,2011-01-01
WASP-4 b,Confirmed,1.1974,1.3846,1.338231602,0.02312,0.0053,-0.03,Primary Transit,2007-01-01
WASP-50 b,Confirmed,1.437,1.138,1.9550959,0.02913,0.009,-0.12,Primary Transit,2011-01-01
WASP-52 b,Confirmed,0.46,1.27,1.74977083,0.0272,0.0,0.03,Primary Transit,2011-01-01
WASP-53 b,Confirmed,2.132,1.074,3.3098443,0.04101,0.0,0.22,Primary Transit,2011-01-01
WASP-55 Ab,Confirmed,0.61,1.33,4.46563,0.0533,0.0,-0.2,Primary Transit,2012-01-01
WASP-56 Ab,Confirmed,0.599,1.092,4.617101,0.05614,0.082,0.43,Primary Transit,2011-01-01
WASP-58 Ab,Confirmed,0.89,1.37,5.01718,0.0561,0.0,-0.45,Primary Transit,2011-01-01
WASP-59 Ab,Confirmed,0.863,0.775,7.919585,0.0697,0.1,-0.15,Primary Transit,2011-01-01
WASP-5 b,Confirmed,1.637,1.171,1.6284246,0.02729,0.0,0.09,Primary Transit,2007-01-01
WASP-60 b,Confirmed,0.514,0.86,4.3050011,0.0531,0.0,-0.04,Primary Transit,2011-01-01
WASP-61 b,Confirmed,2.06,1.24,3.8559,0.0514,0.0,-0.1,Primary Transit,2011-01-01
WASP-62 b,Confirmed,0.58,1.39,4.41193811,0.0581,0.0,0.04,Primary Transit,2011-01-01
WASP-63 b,Confirmed,0.38,1.43,4.37809,0.0574,0.0,0.08,Primary Transit,2011-01-01
WASP-64 Bb,Confirmed,1.221,1.271,1.5732918,0.02648,0.0,-0.08,Primary Transit,2011-01-01
WASP-66 b,Confirmed,2.32,1.39,4.086052,0.0546,0.0,-0.31,Primary Transit,2011-01-01
WASP-67 b,Confirmed,0.42,1.4,4.61442,0.0517,0.0,-0.07,Primary Transit,2011-01-01
WASP-68 Ab,Confirmed,0.95,1.24,5.084298,0.06206,0.0,0.19,Primary Transit,2011-01-01
WASP-69 b,Confirmed,0.26,1.057,3.8681382,0.04525,0.0,0.144,Primary Transit,2011-01-01
WASP-6 b,Confirmed,0.503,1.224,3.361006,0.0421,0.054,-0.2,Primary Transit,2008-01-01
WASP-70 Ab,Confirmed,0.59,1.164,3.7130203,0.04853,0.0,-0.006,Primary Transit,2011-01-01
WASP-71 Ab,Confirmed,2.258,1.5,2.9036747,0.04631,0.0,0.15,Primary Transit,2012-01-01
WASP-72 Ab,Confirmed,1.446,1.27,2.2167421,0.03711,0.017,-0.361,Primary Transit,2013-01-01
WASP-73 b,Confirmed,1.89,1.17,4.087298,0.049,0.0,0.14,Primary Transit,2013-01-01
WASP-75 Ab,Confirmed,1.07,1.27,2.484193,0.0375,0.0,0.07,Primary Transit,2013-01-01
WASP-76 Ab,Confirmed,0.92,1.83,1.809886,0.033,0.0,0.23,Primary Transit,2013-01-01
WASP-77 Ab,Confirmed,1.759,1.21,1.3600288,0.02345,0.0135,0.0,Primary Transit,2012-01-01
WASP-78 b,Confirmed,0.89,1.7,2.17517656,0.0415,0.0,-0.35,Primary Transit,2012-01-01
WASP-79 b,Confirmed,0.835,1.58,3.66239094,0.05014,0.0,0.03,Primary Transit,2012-01-01
WASP-7 b,Confirmed,0.96,1.33,4.9546416,0.0617,0.0,0.0,Primary Transit,2008-01-01
WASP-80 b,Confirmed,0.554,0.952,3.0678504,0.0346,0.07,-0.14,Primary Transit,2013-01-01
WASP-81 b,Confirmed,0.729,1.429,2.7164762,0.03908,0.0,-0.36,Primary Transit,2016-01-01
WASP-82 b,Confirmed,1.24,1.63,2.705789,0.0448,0.0,0.12,Primary Transit,2013-01-01
WASP-83 b,Confirmed,0.3,1.04,4.071252,0.059,0.0,0.29,Primary Transit,2014-01-01
WASP-84 b,Confirmed,0.692,0.9564,8.5234964,0.0778,0.0,0.0,Primary Transit,2013-01-01
WASP-87 Ab,Confirmed,2.21,1.385,1.682795,0.02946,0.0,-0.41,Primary Transit,2014-01-01
WASP-88 b,Confirmed,0.56,1.7,4.954,0.06431,0.0,-0.008,Primary Transit,2013-01-01
WASP-89 b,Confirmed,5.9,1.04,3.3564227,0.0427,0.193,0.15,Primary Transit,2014-01-01
WASP-8 Ab,Confirmed,2.244,1.038,8.158715,0.0801,0.31,0.17,Primary Transit,2008-01-01
WASP-90 b,Confirmed,0.63,1.63,3.916243,0.0562,0.0,0.11,Primary Transit,2013-01-01
WASP-91 b,Confirmed,1.34,1.03,2.798581,0.037,0.0,0.19,Primary Transit,2017-01-01
WASP-92 b,Confirmed,0.805,1.461,2.1746742,0.0348,0.0,0.0,Primary Transit,2016-01-01
WASP-94 Ab,Confirmed,0.452,1.665,3.95020219,0.055,0.0,0.26,Primary Transit,2014-01-01
WASP-95 b,Confirmed,1.206,1.098,2.1846656,0.0312,0.0,0.14,Primary Transit,2013-01-01
WASP-96 b,Confirmed,0.48,1.2,3.4252602,0.0453,0.0,0.14,Primary Transit,2013-01-01
WASP-97 b,Confirmed,1.32,1.13,2.07276,0.03303,0.0,0.23,Primary Transit,2013-01-01
WASP-98 Ab,Confirmed,0.83,1.1,2.96264,0.036,0.0,-0.6,Primary Transit,2013-01-01
WASP-99 b,Confirmed,2.78,1.1,5.75251,0.0717,0.0,0.21,Primary Transit,2013-01-01
Wolf 503 b,Confirmed,0.0197,0.18227,6.001127,0.05706,0.41,-0.47,Primary Transit,2018-01-01
WTS-1 b,Confirmed,4.01,1.49,3.352059,0.047,0.1,-0.25,Primary Transit,2012-01-01
WTS-2 b,Confirmed,1.12,1.3,1.0187074,0.01855,0.0,0.2,Primary Transit,2013-01-01
XO-2N b,Confirmed,0.62,0.973,2.615838,0.0369,0.045,0.37,Primary Transit,2007-01-01
XO-3 Ab,Confirmed,11.79,1.217,3.1915239,0.0454,0.26,-0.08,Primary Transit,2007-01-01
XO-4 b,Confirmed,1.616,1.317,4.12473,0.05485,0.0,-0.04,Primary Transit,2008-01-01
XO-5 b,Confirmed,1.077,1.03,4.1877537,0.0487,0.0,0.18,Primary Transit,2008-01-01
XO-6 b,Confirmed,4.47,2.17,3.7649923,0.0742,0.0,-0.07,Primary Transit,2016-01-01
XO-7 b,Confirmed,0.726,1.346,2.86413296,0.04329,0.038,0.41,Primary Transit,2019-01-01
